gggg 一一
gqvw 一钱如命
gqbd 一锅子混汤面
gqbf 一锅子混汤面糊涂到一块
gqum 一锅端
gqor 一锅米饭煮三年
gqog 一锅米饭煮三年难熬
gqmi 一锅骨头汤
gqms 一锅骨头汤全是光棍
gqgu 一锛两斧头
gqbf 一锤子买卖
gqpu 一锤定音
ggqv 一键
gqdl 一键三连
gqwv 一键登录
gqrv 一锹挖出个金娃娃
gqrg 一锹挖出个金娃娃异想天开
gtgt 一长一短
gtgt 一长两短
gtft 一长二短
gtut 一长半短
gguy 一门
gumr 一门同气
gunl 一门心思
gugt 一问一答
gudt 一问三不知
gguj 一间
ggbw 一队
ggbl 一阵
gbbb 一阵子
gbbl 一阵阵
gbux 一阶半级
gbub 一阶半职
ggbp 一院
ggbj 一隅
gbdr 一隅三反
gbpf 一隅之地
gbpm 一隅之见
gbpy 一隅之说
gmcq 一雕双兔
gffu 一雷二闪
gfgk 一雷天下响
gfgt 一雷天下响处处皆知
ggdm 一面
gdpu 一面之交
gdpf 一面之款
gdpx 一面之缘
gdpy 一面之识
gdpy 一面之词
gdpt 一面之辞
gdpa 一面之雅
gdvh 一面如旧
gagu 一鞭一条痕
gata 一鞭先著
gddm 一页页
ggsd 一顶
ggad 一项
gdwf 一顾倾城
gggb 一顿
ggco 一顿能吃三升米
ggcd 一顿能吃三升米度肚量大
ggqn 一顿饭
ggjs 一颗
gjnj 一颗心悬在半天云里
gjnf 一颗心悬在半天云里上不着天下不着地
gjjs 一颗颗
ghgt 一颦一笑
gmkq 一风吹
gnug 一飞冲天
gghq 一餐
gqgq 一饥两饱
gqdk 一饭三吐哺
gqpt 一饭之德
gqhp 一饱眼福
gqff 一馈十起
ggut 一首
gcga 一马一鞍
gcgk 一马平川
gcit 一马当先
gcxi 一骑绝尘
gyfw 一高二低
gqgr 一鳞一爪
gqur 一鳞半爪
gqul 一鳞半甲
gqtr 一鳞片爪
gqtl 一鳞片甲
gknw 一鸣惊人
gybp 一麾出守
gfgs 一鼓一板
gfwr 一鼓作气
gtbd 一鼻子灰
gtbr 一鼻孔出气
ggyj 一齐
gyws 一齐众楚
gdgq 一龙一猪
gdgj 一龙一蛇
sgqf 丁一卯二
sgdf 丁一确二
ssqh 丁丁猫挖眼睛
ssqe 丁丁猫挖眼睛不要脸
sgnf 丁丑
sgdq 丁克
swof 丁公凿井
sgqt 丁卯
sbfs 丁子霖
spga 丁字形
sgiv 丁当
sgnd 丁忧
sjsg 丁是丁
sjsq 丁是丁卯是卯
sgfi 丁未
sgoq 丁烯
sggw 丁玲
sgyp 丁豪
sfik 丁零当啷
sgeg 丁青县
aggg 七一
aagy 七七事变
aaww 七七八八
ahwg 七上八下
ahwa 七上八落
agyh 七两放在半斤上
agyh 七两放在半斤上只差一点差一点
agwh 七个
awwu 七个人睡两头
awwl 七个人睡两头颠三倒四
awww 七个人聚会
awwd 七个人聚会三朋四友
awwi 七个人通阴沟
awwl 七个人通阴沟低三下四
awwe 七个仙女争面脂
awwl 七个仙女争面脂香三臭四
awii 七个婆婆拉家常
awil 七个婆婆拉家常说三道四
awtu 七个矮人睡一头
awtl 七个矮人睡一头低三下四
awqt 七个钱放两处
awql 七个钱放两处不三不四
abwi 七了八当
agwg 七事八事
awvm 七仙女下凡
awvq 七仙女下凡好景不长是非多
awvy 七仙女嫁董永
awvf 七仙女嫁董永采取主动
awva 七仙女放烟花
awva 七仙女放烟花天女散花
awvp 七仙女走娘家
awer 七八月的南瓜
awex 七八月的南瓜皮老心不老比喻人虽老了但上进心还很强
agfg 七十
afft 七十二行
afmf 七十岁中状元
afmd 七十岁中状元老来喜老来发奋
afma 七十岁婆婆学绣花
afmd 七十岁婆婆学绣花老来发奋
afma 七十岁学巧
afmf 七十岁学巧长到老学到老
afma 七十岁学气功
afmx 七十岁学气功老练
afmn 七十岁演活报剧
afmc 七十岁演活报剧非同儿戏
afmi 七十岁讨老婆
afmf 七十岁讨老婆老来喜
afft 七十老汉坐摇篮
afff 七十老汉坐摇篮老天真
affj 七十老汉演花旦
afff 七十老汉演花旦别出心裁
affw 七十老翁叼九十斤重的旱烟袋
affc 七十老翁叼九十斤重的旱烟袋全凭嘴劲嘴巴子劲
akwk 七口八嘴
aciy 七台河市
agfk 七喜
akwx 七嘴八张
akwt 七嘴八舌
agqt 七夕
adwi 七大八小
aggd 七天
agfm 七天无理由
avww 七姑八舅抬食盒
avwp 七姑八舅抬食盒彬彬宾宾有礼
abwv 七子八婿
abto 七孔生烟
agrh 七年
arpa 七年之病求三年之艾
agwt 七开八得
axwk 七张八嘴
aywr 七弯八拐
ages 七彩
agtv 七律
agng 七情
anuw 七情六欲
anwt 七慌八乱
arwe 七手八脚
arwg 七扭八歪
agrr 七折
arwr 七折八扣
arwr 七担八挪
arwr 七拉八扯
arwa 七拱八翘
arwu 七拼八凑
arwr 七捞八攘
arww 七损八伤
arwu 七损八益
arwb 七推八阻
arwr 七搭八扯
arwr 七搭八搭
arax 七擒七纵
ardo 七斤面粉调了三斤糨糊
ardg 七斤面粉调了三斤糨糊尽办糊涂事
aowx 七断八续
ajgt 七日来复
agjt 七星
ajua 七星关区
ajaq 七星区
ajck 七星台
agee 七月
aeio 七月流火
aerb 七月的生柿子
aerf 七月的生柿子难啃啃不动
aera 七月的荷花
aerq 七月的荷花红不久一时鲜
asyu 七根扁担丢一旁
asyl 七根扁担丢一旁横三竖四
astk 七根笛子一起吹
astu 七根笛子一起吹一个音
aswu 七棱八瓣
asst 七棵树栽两行
assl 七棵树栽两行不三不四
aswj 七横八竖
aujf 七次量衣一次裁
ahpf 七步之才
ahwc 七步八叉
ahdu 七步成章
ahdy 七步成诗
agwr 七歪八扭
agat 七死七生
agwi 七死八活
aiwr 七湾八扭
aiwr 七湾八拐
aiwg 七满八平
atag 七生七死
alwv 七男八婿
auwb 七疮八孔
asgw 七相五公
adry 七石缸里捞芝麻
adrf 七石缸里捞芝麻费功夫
adwp 七破八补
apwi 七穿八洞
apwo 七穿八烂
agpw 七窍
apjo 七窍冒火
apgg 七窍玲珑
apto 七窍生烟
apcp 七窍通六窍
apcc 七窍通六窍一窍不通
apww 七窝八代
axaw 七纵七禽
axws 七纵八横
agxq 七绝
afww 七老八倒
afwf 七老八十
aewr 七脚八手
atwk 七舌八嘴
agqc 七色
aqsr 七色板
aawg 七菜倒
aauc 七菜痛
atwg 七行俱下
aywy 七言八语
ahvg 七贞九烈
akwr 七足八手
army 七返丹
argm 七返还丹
ajmt 七里岗放风筝
ajia 七里河区
ajig 七里渡船喊得来
ajik 七里渡船喊得来全凭一张嘴全仗嘴
atwt 七长八短
afwd 七零八碎
afwa 七零八落
agwa 七青八黄
adqf 七面锣八面鼓
adqk 七面锣八面鼓七想响八想响
afww 七颠八倒
auwe 七首八脚
ayww 七高八低
dngg 万一
dndy 万丈
dgrg 万不失一
dgtn 万不得已
dagj 万世一时
dagj 万世不易
dajg 万世师表
dafx 万世无疆
daia 万世流芳
dngk 万事
dgyc 万事亨通
dgwm 万事俱备只欠东风
dgdf 万事大吉
dgvu 万事如意
dwpt 万人之敌
dwpa 万人空巷
dnwn 万亿
dnwa 万代
dwgn 万众一心
dnwt 万余
dnfq 万元
dwpt 万全之策
dwpy 万全之计
dwaq 万全区
dwxd 万公顷
dfgt 万劫不复
dntf 万千
dtgn 万千瓦
dunn 万卷书
dndl 万历
dnyo 万变
dygp 万变不离其宗
dkgy 万口一词
dkgy 万口一谈
dkgt 万口一辞
dndg 万古
ddia 万古流芳
ddqa 万古留芳
ddtd 万古长存
ddtd 万古长春
ddtg 万古长青
dtab 万向节
dnkg 万吨
dnlg 万国
dcab 万圣节
dcaq 万圣节快乐
dhqi 万壑争流
dqyl 万多亩
dfgi 万夫不当
dfgc 万夫不当之勇
dfai 万夫莫当
durf 万头攒动
dnpb 万字
dnps 万宁
dpym 万宁市
dpeg 万安县
dpkh 万宝路
dpoo 万家灯火
dptw 万家生佛
ddfx 万寿无疆
dmaq 万山区
dmwu 万岁爷剃头
dmwn 万岁爷剃头不要王法发
dmwb 万岁爷卖包子
dmwa 万岁爷卖包子御驾亲征蒸
dmwj 万岁爷掉在井里
dmwl 万岁爷掉在井里不敢劳捞你的大驾
dmwj 万岁爷掉进井里
dmwf 万岁爷掉进井里不敢劳捞驾劳捞驾不起
dmww 万岁爷的茅侧
dmwo 万岁爷的茅侧没有你的份粪
dmwn 万岁爷的顺民
dmwn 万岁爷的顺民安分守己
dyaq 万州区
dgkk 万平口
drdl 万年历
dreg 万年县
drfx 万年无疆
drge 万年青
dnfu 万幸
dyvm 万应灵丹
dyva 万应灵药
dwwp 万念俱寂
dwwd 万念俱灰
dngo 万恶
dywn 万户侯
dfgr 万无一失
dnde 万有
ddxl 万有引力
dnyn 万望
dnsm 万机
dssa 万柏林区
dggt 万死一生
dggt 万死不辞
dgql 万死犹轻
dnna 万民
dnim 万民涂炭
ditm 万水千山
dijw 万流景仰
dnid 万源
diym 万源市
dntr 万物
dtpv 万物之灵
dnud 万状
dnet 万用
dhhh 万目睚眦
dhhh 万目睽睽
dnpy 万福
dtaq 万秀区
dntk 万种
dntu 万科
duyo 万立方米
dnum 万端
dtrl 万签插架
dtrn 万箭攒心
dtpn 万箭穿心
dntg 万籁
dtwp 万籁俱寂
dnoy 万米
dhtx 万紫千红
dnxw 万维
dxmq 万维网
dxtx 万缕千丝
dufq 万美元
dnce 万能
dnte 万般
datm 万花筒
daeg 万荣县
dnqj 万象
dqfd 万象城
dqgu 万象更新
dqsl 万象森罗
dnxf 万贯
dxpt 万贯家私
dxpm 万贯家财
dgwp 万赖俱寂
dfeg 万载县
dndp 万达
dtgq 万选青钱
dnjf 万里
djff 万里无云
djvv 万里迢迢
djtf 万里长城
djtt 万里长征
djet 万里鹏程
djen 万里鹏翼
dnqq 万金
dqim 万金油
dnbt 万隆
dncw 万难
dnxd 万顷
dxaa 万顷黄沙一棵草
dxah 万顷黄沙一棵草不显眼
dncn 万马
dcde 万马奔腾
dcyk 万马齐喑
dyww 丈人
dyfw 丈夫
dyxg 丈母
dxvy 丈母娘
dyjg 丈量
dgta 三一重工
dgag 三七
ddgg 三三两两
ddgg 三三五五
ddll 三三四四
dggf 三下五除二
dgga 三下五除二干脆利落
dgru 三不拗六
dggm 三两
dgsx 三两棉花十张弓
dgst 三两棉花十张弓谈弹不得
dgqm 三两银子放账
dgqm 三两银子放账稀息少比喻很珍贵少见
dgwh 三个
dwwy 三个人讲两句话
dwww 三个人讲两句话哪能轮到你
dwuq 三个半人抓螃蟹
dwue 三个半人抓螃蟹七手八脚
dwdc 三个厨子杀六只鸡
dwdt 三个厨子杀六只鸡手忙脚乱
dwfi 三个土地堂
dwfy 三个土地堂妙庙妙庙妙庙
dwur 三个头头一个兵
dwur 三个头头一个兵不知听谁的
dwiw 三个小鬼丢了俩
dwir 三个小鬼丢了俩失魂落魄
dwrj 三个指头捡田螺
dwrt 三个指头捡田螺十拿九稳
dwfl 三个老爷两顶轿
dwfw 三个老爷两顶轿哪有你的份哪里轮得到你
dwta 三个臭皮匠
dwty 三个臭皮匠赛过诸葛亮
dwty 三个臭皮匠顶个诸葛亮
dwat 三个菩萨两炷香
dwaw 三个菩萨两炷香没有你的份
dwsu 三个醉汉撒酒疯
dwsw 三个醉汉撒酒疯闹个不停
dwqv 三个钱买个媳妇
dwqw 三个钱买个媳妇贱人
dwqb 三个钱买个牛肚子
dwqa 三个钱买个牛肚子尽吵草
dwqu 三个钱买个猪头
dwqk 三个钱买个猪头就是一张嘴
dwqc 三个钱买条毛驴
dwqd 三个钱买条毛驴自骑自夸
dwqu 三个钱买猪头
dwqy 三个钱买猪头就是一张嘴比喻嘴好会说话
dwqt 三个铜子放两处
dwqf 三个铜子放两处一是一二是二
dwtq 三个鼻孔眼儿
dwtr 三个鼻孔眼儿多一股子气
dvgs 三九天不穿棉
dvge 三九天不穿棉缩手缩脚
dvgs 三九天吃冰棍
dvgt 三九天吃冰棍寒心冷暖自己知
dvgb 三九天吃梅子
dvgs 三九天吃梅子寒酸
dvgi 三九天喝凉水
dvgq 三九天喝凉水从里凉到外
dvgi 三九天喝姜汤
dvge 三九天喝姜汤热心肠
dvgb 三九天扇扇子
dvgo 三九天扇扇子心里有火
dvgp 三九天掉冰窟
dvgg 三九天桃花开
dvgn 三九天桃花开罕见太离奇稀奇古怪
dvgs 三九天的冰棍
dvgg 三九天的冰棍没人理
dvgb 三九天的叫花子
dvgq 三九天的叫花子又冷又饿
dvgf 三九天的豆腐干
dvgd 三九天的豆腐干冷冰冰硬邦邦
dvgg 三九天种小麦
dvgw 三九天种小麦不是时候
dvgp 三九天穿单褂
dvgb 三九天穿裙子
dvgw 三九天穿裙子美丽又动冻人
dvgn 三九天谈心
dvgy 三九天谈心冷言冷语
dvgb 三九天送扇子
dvgn 三九天送扇子不领情
dvgp 三九天送皮袄
dvgn 三九天送皮袄暖人心
dvpp 三九穿单褂
dvpg 三九穿单褂威风不起来
dgdv 三五成群
dgym 三亚市
dgut 三产
dyfw 三亩地里一棵谷
dyfa 三亩地里一棵谷单根独苗独苗苗
dyst 三亩棉花三亩稻
dysv 三亩棉花三亩稻睛也好雨也好
dytt 三亩竹园出棵笋
dytk 三亩竹园出棵笋独一无二物以稀为贵
duud 三亲六故
duud 三亲六故四朋八友
duui 三亲六故四朋八友一拉一帮比喻拉帮结伙搞宗派
dwyw 三人为众
dwdh 三人成虎
dwtf 三人行
dwtj 三人行必有我师
dwtg 三人行必有我师焉
dwfs 三人过独木桥
dwfr 三人过独木桥有先有后
dwlt 三从四德
dwvu 三仙姑传道
dwvi 三仙姑传道一人一个说法
dwvi 三仙姑撒泼
dwwu 三代人出门
dwwx 三代人出门扶老携幼
dwgj 三令五申
dwgi 三伏天喝冰水
dwgn 三伏天喝冰水正中下怀
dwga 三伏天喝凉茶
dwgw 三伏天喝凉茶正是时候
dwgc 三伏天孵小鸡
dwgq 三伏天孵小鸡坏蛋坏蛋多
dwgb 三伏天烧炉子
dwgo 三伏天烧炉子真够热火
dwgf 三伏天的冰块
dwgi 三伏天的冰块见不得阳光
dwgs 三伏天的冰棍
dwge 三伏天的冰棍人人喜欢个个喜爱
dwgf 三伏天的冰雹
dwgu 三伏天的冰雹来者不善
dwgt 三伏天的庄稼
dwgs 三伏天的庄稼一天变个样
dwgt 三伏天的爆竹
dwgo 三伏天的爆竹一碰就炸
dwgq 三伏天的狗
dwgr 三伏天的狗喘不上气上气不接下气
dwgy 三伏天的电扇
dwgl 三伏天的电扇忙得团团转
dwgq 三伏天的隔夜饭
dwgw 三伏天的隔夜饭臭货
dwgp 三伏天穿皮袄
dwgb 三伏天穿皮袄不是时候不识时务乱套了
dwgp 三伏天絮棉袄
dwge 三伏天絮棉袄闲时预备忙时用
dgwu 三位
dwgw 三位一体
dwyn 三余读书
dgfq 三元
dfaq 三元区
dwxg 三八线
duvt 三六九等
duii 三兽渡河
dpdq 三写成乌
dpjp 三写易字
dgpl 三军
dpjt 三军易得
dtfd 三冬二夏
dgwv 三分
dwpg 三分之一
dwwr 三分人才七分鬼
dwwr 三分人才七分鬼人不像人鬼不像鬼
dwwr 三分似人七分似鬼
dwwr 三分像人七分似鬼
dwwr 三分像人七分像鬼
dwgf 三分球
dwqk 三分钱买个臭猪蹄
dwqw 三分钱买个臭猪蹄贱货
dwqu 三分钱买个鸭头
dwqm 三分钱买个鸭头嘴贱
dwqd 三分钱买把二胡
dwqy 三分钱买把二胡要腔没腔要调没调
dwqq 三分钱开当铺
dwqf 三分钱开当铺小买卖
dwqq 三分钱的烧饼
dwqb 三分钱的烧饼大不了
dwqo 三分钱的胡椒粉
dwqr 三分钱的胡椒粉一小撮
dwdi 三分面加七分水
dwdi 三分面加七分水十分糊涂
dwdi 三分面粉七分水
dwdi 三分面粉七分水十分糊涂
dwhu 三分鼎立
dwhk 三分鼎足
dgmj 三则
dlfg 三加二减五
dlff 三加二减五等于零
dgqn 三包
dgfg 三十
dfdg 三十三天
dfds 三十三颗荞麦九十九道棱
dfdy 三十三颗荞麦九十九道棱一成不变
dfyr 三十亩地一头牛
dfyo 三十亩地一头牛安居乐业
dfut 三十六策走为上策
dfut 三十六行
dfuy 三十六计
dfuy 三十六计走为上计
dfrs 三十年河东三十年河西
dfrv 三十年的旧棉絮
dfrb 三十年的旧棉絮老套子
dfrq 三十斤干饭没吃饱
dfrs 三十斤干饭没吃饱十足的饭桶
dfjt 三十晚上借蒸笼
dfjw 三十晚上借蒸笼不是时候
dfjq 三十晚上吃年饭
dfjw 三十晚上吃年饭没外人
dfjy 三十晚上熬夜
dfju 三十晚上熬夜送旧迎新
dfjg 三十晚上盼初一
dfjt 三十晚上盼初一指日可待
dfjy 三十晚上盼月亮
dfjy 三十晚上盼月亮没指望
dfjk 三十晚上走路
dfjb 三十晚上走路没影子
dfjw 三十晚上逼债
dfjf 三十晚上逼债年关难过
dfdu 三十而立
dfjy 三十里地不换肩
dfjt 三十里地不换肩担子越来越重
dhwf 三占从二
ddeg 三原县
dcfj 三叉戟
drls 三反四覆
dcxn 三叠纪
dcbu 三叠阳关
dqgt 三句不离本行
dqyt 三句话不离本行
dqyk 三句话不离本行干啥说啥
dgkw 三只
dkrw 三只手小偷管粮仓
dkrg 三只手小偷管粮仓不放心放心不下
dksv 三只松鼠
dcwy 三台八座
dceg 三台县
dwsr 三合板
dwsa 三合板上雕花
dwsa 三合板上雕花刻薄
dkdr 三吐三握
dtrs 三告投杼
dwdw 三命而俯
dgsk 三哥
dglh 三四
dlvl 三回九转
dlgu 三回五次
dglf 三围
dglg 三国
dlfn 三国志
dliy 三国演义
dfgm 三坟五典
dipd 三堂审苏三
dipr 三堂审苏三真相大白
dtay 三复斯言
dtrf 三复白圭
dgdd 三大
dggd 三天不偷装老大
dggx 三天不偷装老大假正经假装正经
dggi 三天不睡觉
dgge 三天不睡觉没精打采
dggu 三天两头
dgrq 三天打鱼
dgrm 三天打鱼两天晒网
dgra 三天打鱼两天晒网磨洋工
dfpc 三夫之对
dfpy 三夫之言
dfdh 三夫成市虎
dugj 三头两日
dugx 三头两绪
dugd 三头两面
duwn 三头八臂
duun 三头六臂
duuy 三头六证
duud 三头六面
ducp 三头对案
ddqv 三套锣鼓娶媳妇
ddqo 三套锣鼓娶媳妇满红火
dgvb 三好
dvgu 三好两歉
dvgg 三好两歹
dvfn 三好二怯
dvit 三好学生
dvtg 三好生
dglu 三妻四妾
dvui 三姑六婆
digv 三婆两嫂
dvuy 三媒六证
dpxc 三字经
dgtb 三季
dpgd 三室两厅
dpub 三宫六院
dpsf 三家村
dfpt 三寸之舌
dcud 三对六面
dngr 三尸五鬼
dnjk 三尸暴跳
dgny 三尺
dgnf 三层
dmgr 三山五岳
dmib 三岁小孩
dmis 三岁小孩买棺材
dmit 三岁小孩买棺材早做准备
dmib 三岁小孩贴对联
dmiw 三岁小孩贴对联上下不分
dmgv 三岁死了娘
dmgt 三岁死了娘说来话长
dmrv 三岁的娃娃
dmrf 三岁的娃娃贵在纯真
dwkw 三岔口的地保
dwkp 三岔口的地保管得宽
dgmg 三峡
dugq 三差两错
dugq 三差五错
dgfi 三平二满
dglj 三平加一竖
dglg 三平加一竖妄想称王
dgrh 三年
drgk 三年不漱口
drgk 三年不漱口一张臭嘴臭嘴
drgk 三年不知肉味
drgt 三年不知肉味不吃香
drpa 三年之艾
drgf 三年五载
drwg 三年化碧
dris 三年没人登门槛
driw 三年没人登门槛孤家寡人
dydm 三座大山
dyuy 三座门
dxxb 三张纸画个鼻子
dxxd 三张纸画个鼻子脸面不小好大的脸面
dtdl 三徙成国
dtdf 三徙成都
dngu 三心两意
dnfu 三心二意
dgln 三思
dldt 三思而后行
dldt 三思而行
dqdy 三怨成府
dhdu 三战三北
dyyd 三户亡秦
drqe 三把钥匙挂胸膛
drqn 三把钥匙挂胸膛开心开心真开心
drea 三折肱为良医
dugr 三拳不敌四手
duge 三拳两脚
druu 三推六问
dfvi 三教九流
druq 三斤半干饭没吃饱
drus 三斤半干饭没吃饱饭桶
druk 三斤半鸭子两斤半嘴
drut 三斤半鸭子两斤半嘴多嘴多舌
drdb 三斤面包个包子
drdd 三斤面包个包子好大的面皮皮厚
drdb 三斤面包个扁食饺子
drdd 三斤面包个扁食饺子好大的面皮皮厚
dwue 三斧头砍不入的脸
dwuh 三斧头砍不入的脸好厚的脸皮厚脸皮
dgjj 三日
djrm 三日打鱼两日晒网
djuv 三日新妇
dxsw 三旨相公
dqvw 三旬九食
dgje 三明
djym 三明市
djic 三明治
dgjt 三星
djdg 三星在天
djdy 三星在户
dtgq 三智五猜
dggj 三更
dguy 三更半夜
dgub 三更半夜见太阳
dguy 三更半夜见太阳离奇太离谱
dgnf 三更已过
dgnb 三更已过晚了
dgcp 三曹对案
dgee 三月
degk 三月不知肉味
defr 三月栽薯四月挖
defd 三月栽薯四月挖急不可待急于求成
deri 三月的冰河
deru 三月的冰河开了动冻
ders 三月的樱桃
derq 三月的樱桃红火一片红不久
dera 三月的樱花
derb 三月的樱花谢了
dejb 三月里扇扇子
dejd 三月里扇扇子满面春风春风满面
deja 三月里的菜苔
dejn 三月里的菜苔早起了心
deua 三月间的芥菜
deun 三月间的芥菜另有心起了心
dgde 三有
deld 三朋四友
dgfj 三朝
dfgj 三朝五日
dfff 三朝元老
dajw 三期贤佞
dsxs 三本经书掉了两本
dsxx 三本经书掉了两本一本正经
dswu 三权分立
dtec 三条腿的毛驴
dteb 三条腿的毛驴没跑跑不了
dtej 三条腿的蛤蟆
dtem 三条腿的蛤蟆怪物与众不同
dtec 三条腿的驴
dteu 三条腿的驴没多大奔头
dswq 三板斧
dstp 三极管
dsrg 三枪打了二十七环
dsrf 三枪打了二十七环八九不离十
dsne 三根屎棍撑个瘦肩膀
dsnb 三根屎棍撑个瘦肩膀摆臭架子
dsxl 三根缆绳拴两边
dsxc 三根缆绳拴两边使偏劲
dsbg 三棍子打不出屁来
dsbu 三棍子打不出屁来老实到家了老实疙瘩
dsqu 三棱镜
dspp 三榜定案
dsvg 三槐九棘
dguq 三次
dghi 三步
dhge 三步两脚
dwaa 三段式
dwyw 三段论
dtab 三毛七孔
dtrn 三毛的头发
dtri 三毛的头发稀少
diaq 三水区
dflt 三求四告
dgia 三江
diai 三江七泽
digi 三江五湖
diwe 三江侗族自治县
digp 三汤两割
digp 三汤五割
didt 三沐三熏
dida 三沐三薰
diym 三沙市
diym 三河市
dgiy 三流
dibu 三流子哥大流子弟
dibb 三流子哥大流子弟二流子
didt 三浴三衅
dilr 三清四白
