uxyi 北京
pleg 定边县
pglp 定边
xteg 绥德县
xetf 绥德
oeeg 米脂县
oyex 米脂
wfeg 佳县
kweg 吴堡县
kgwk 吴堡
iieg 清涧县
igiu 清涧
bieg 子洲县
bbiy 子洲
psym 神木市
pyss 神木
pvyv 安康
pyym 安康市
iiaq 汉滨区
icip 汉滨
ibeg 汉阴县
icbe 汉阴
dreg 石泉县
dgri 石泉
pbeg 宁陕县
psbg 宁陕
hbeg 紫阳县
hxbj 紫阳
mreg 岚皋县
mmrd 岚皋
gteg 平利县
gutj 平利
qfeg 镇坪县
qffg 镇坪
rieg 白河县
rris 白河
qbym 旬阳市
qjbj 旬阳
umit 商洛
uiym 商洛市
uyaq 商州区
umyt 商州
ifeg 洛南县
itfm 洛南
mmeg 丹凤县
mymc 丹凤
ufeg 商南县
umfm 商南
mbeg 山阳县
qpeg 镇安县
qfpv 镇安
sieg 柞水县
stii 柞水
afvi 甘肃
avit 甘肃省
ufyt 兰州
uyym 兰州市
ajia 七里河区
ajis 七里河
slaq 西固区
sgld 西固
ppaq 安宁区
xdaq 红古区
xadg 红古
yweg 永登县
ynwg 永登
rueg 皋兰县
rduf 皋兰
skeg 榆中县
swkh 榆中
uyua 兰州新区
uyus 兰州新
fmud 嘉峪关
fmuy 嘉峪关市
dutu 雄关街道
qftu 钢城街道
ufqf 新城镇
mrqf 峪泉镇
ygqf 文殊镇
qqjj 金昌
qjym 金昌市
qkaq 金川区
yjeg 永昌县
ynjj 永昌
rrqv 白银
rqym 白银市
rqaq 白银区
gkaq 平川区
gukt 平川
ufeg 靖远县
ugfq 靖远
wpeg 会宁县
wfps 会宁
jdeg 景泰县
jydw 景泰
gdii 天水
giym 天水市
dyaq 秦州区
dwyt 秦州
gtaq 麦积区
gttk 麦积
iieg 清水县
igii 清水
dpeg 秦安县
dwpv 秦安
aweg 甘谷县
afww 甘谷
gmeg 武山县
gamm 武山
xpke 张家川回族自治县
xpki 张家川回族自治
gadg 武威
gdym 武威市
uyaq 凉州区
uyyt 凉州
naeg 民勤县
naak 民勤
dieg 古浪县
dgiy 古浪
gpae 天祝藏族自治县
gpai 天祝藏族自治
xtry 张掖
xrym 张掖市
ayaq 甘州区
afyt 甘州
vfpe 肃南裕固族自治县
vfpi 肃南裕固族自治
nqeg 民乐县
naqi 民乐
jieg 临泽县
jtic 临泽
yceg 高台县
ymck 高台
mmeg 山丹县
mmmy 山丹
guuy 平凉
guym 平凉市
mmaq 崆峒区
mpmm 崆峒
ikeg 泾川县
ickt 泾川
vceg 灵台县
vock 灵台
mweg 崇信县
mpwy 崇信
yieg 庄浪县
yfiy 庄浪
gpeg 静宁县
geps 静宁
wyym 华亭市
wxyp 华亭
isri 酒泉
irym 酒泉市
vyaq 肃州区
viyt 肃州
qfeg 金塔县
qqfa 金塔
ryeg 瓜州县
rcyt 瓜州
vuae 肃北蒙古族自治县
vuai 肃北蒙古族自治
bdpe 阿克塞哈萨克族自治县
bdpi 阿克塞哈萨克族自治
guym 玉门市
gyuy 玉门
yoym 敦煌市
ybor 敦煌
ydbj 庆阳
ybym 庆阳市
smaq 西峰区
sgmt 西峰
yfeg 庆城县
ydfd 庆城
ggeg 环县
wieg 华池县
wxib 华池
wieg 合水县
wgii 合水
gpeg 正宁县
ghps 正宁
pseg 宁县
qdeg 镇原县
qfdr 镇原
pgsg 定西
psym 定西市
ppaq 安定区
pvpg 安定
cieg 通渭县
ceil 通渭
bseg 陇西县
bdsg 陇西
iieg 渭源县
ilid 渭源
jieg 临洮县
jtii 临洮
iueg 漳县
mneg 岷县
bdfm 陇南
bfym 陇南市
gfaq 武都区
gaft 武都
dneg 成县
yyeg 文县
pjeg 宕昌县
pdjj 宕昌
yveg 康县
steg 西和县
sgtk 西和
pyeg 礼县
tmeg 徽县
gieg 两当县
gmiv 两当
jdly 临夏回族
jdly 临夏回族自治州
jdym 临夏市
jtdh 临夏
jdeg 临夏县
yqeg 康乐县
yvqi 康乐
yueg 永靖县
ynug 永靖
yieg 广河县
yyis 广河
tgeg 和政县
tkgh 和政
axye 东乡族自治县
axyi 东乡族自治
tdme 积石山保安族东乡族撒拉族自治县
tdmi 积石山保安族东乡族撒拉族自治
afay 甘南藏族
afay 甘南藏族自治州
wwym 合作市
wgwt 合作
jieg 临潭县
jtis 临潭
hneg 卓尼县
hjnx 卓尼
tmeg 舟曲县
tema 舟曲
rueg 迭部县
rwuk 迭部
gmeg 玛曲县
gcma 玛曲
dmeg 碌曲县
dvma 碌曲
dieg 夏河县
dhis 夏河
geit 青海
giit 青海省
sgps 西宁
spym 西宁市
faaq 城东区
fdai 城东
fsaq 城西区
fdsg 城西
fuaq 城北区
fdux 城北
ikaq 湟中区
irkh 湟中
dcle 大通回族土族自治县
dcli 大通回族土族自治
iieg 湟源县
irid 湟源
itai 海东
iaym 海东市
qfaq 乐都区
qift 乐都
gpaq 平安区
gupv 平安
ntle 民和回族土族自治县
ntli 民和回族土族自治
gefe 互助土族自治县
gefi 互助土族自治
wble 化隆回族自治县
wbli 化隆回族自治
twre 循化撒拉族自治县
twri 循化撒拉族自治
iuay 海北藏族
iuay 海北藏族自治州
uile 门源回族自治县
uili 门源回族自治
pleg 祁连县
pylp 祁连
ijeg 海晏县
itjp 海晏
mpeg 刚察县
mqpw 刚察
afay 黄南藏族
afay 黄南藏族自治州
mwym 同仁市
mgwf 同仁
ireg 尖扎县
idrn 尖扎
iyeg 泽库县
icyl 泽库
ifae 河南蒙古族自治县
ifai 河南蒙古族自治
ifay 海南藏族
ifay 海南藏族自治州
ateg 共和县
awtk 共和
mteg 同德县
mgtf 同德
kteg 贵德县
khtf 贵德
iieg 兴海县
iwit 兴海
kfeg 贵南县
khfm 贵南
jiay 果洛藏族
jiay 果洛藏族自治州
gieg 玛沁县
gcin 玛沁
ggeg 班玛县
gygc 班玛
ateg 甘德县
aftf 甘德
djeg 达日县
dpjj 达日
qieg 久治县
qyic 久治
gqeg 玛多县
gcqq 玛多
gsay 玉树藏族
gsay 玉树藏族自治州
gsym 玉树市
gysc 玉树
vqeg 杂多县
vsqq 杂多
tqeg 称多县
tqqq 称多
iqeg 治多县
icqq 治多
gyeg 囊谦县
gkyu 囊谦
myae 曲麻莱县
myag 曲麻莱
isay 海西蒙古族藏族
isay 海西蒙古族藏族自治州
sqsy 格尔木市
sqss 格尔木
twky 德令哈市
twkw 德令哈
amym 茫崖市
aimd 茫崖
queg 乌兰县
qnuf 乌兰
fueg 都兰县
ftuf 都兰
gmeg 天峻县
gdmc 天峻
dhjw 大柴旦行政委员会
psdh 宁夏
pdla 宁夏回族自治区
qvkt 银川
qkym 银川市
iyaq 兴庆区
iwyd 兴庆
sdaq 西夏区
sgdh 西夏
qmaq 金凤区
qqmc 金凤
ypeg 永宁县
ynps 永宁
lueg 贺兰县
lkuf 贺兰
vgym 灵武市
voga 灵武
dkmm 石嘴山
dkmy 石嘴山市
dgka 大武口区
dgkk 大武口
gpaq 惠农区
gjpe 惠农
gleg 平罗县
gulq 平罗
kgkh 吴忠
kkym 吴忠市
tcaq 利通区
tjce 利通
xfwa 红寺堡区
xfwk 红寺堡
fieg 盐池县
fhib 盐池
mneg 同心县
mgny 同心
gqmy 青铜峡市
gqmg 青铜峡
lddr 固原
ldym 固原市
dyaq 原州区
dryt 原州
sfeg 西吉县
sgfk 西吉
bteg 隆德县
bttf 隆德
iieg 泾源县
icid 泾源
fbeg 彭阳县
fkbj 彭阳
khbg 中卫
kbym 中卫市
ifua 沙坡头区
ifud 沙坡头
kpeg 中宁县
khps 中宁
ideg 海原县
itdr 海原
usxf 新疆
uxxa 新疆维吾尔自治区
qqsy 乌鲁木齐
qqsy 乌鲁木齐市
gmaq 天山区
gdmm 天山
iwca 沙依巴克区
iwcd 沙依巴克
uyaq 新市区
iyia 水磨沟区
iyiq 水磨沟
ugia 头屯河区
ugis 头屯河
dffa 达坂城区
dffd 达坂城
oaaq 米东区
oyai 米东
qqse 乌鲁木齐县
drgw 克拉玛依
drgy 克拉玛依市
qmba 独山子区
qmbb 独山子
drga 克拉玛依区
rdia 白碱滩区
rdic 白碱滩
qqta 乌尔禾区
qqtt 乌尔禾
kqto 吐鲁番
kqty 吐鲁番市
yjaq 高昌区
ymjj 高昌
uueg 鄯善县
udud 鄯善
rdbe 托克逊县
rdbi 托克逊
kwpn 哈密
kpym 哈密市
wyaq 伊州区
wvyt 伊州
cjfe 巴里坤哈萨克自治县
cjfi 巴里坤哈萨克自治
wgeg 伊吾县
wvgk 伊吾
jfly 昌吉回族
jfly 昌吉回族自治州
jfym 昌吉市
jjfk 昌吉
wyym 阜康市
wnyv 阜康
klne 呼图壁县
klnk 呼图壁
gxae 玛纳斯县
gxad 玛纳斯
dceg 奇台县
dsck 奇台
fsae 吉木萨尔县
fsaq 吉木萨尔
scke 木垒哈萨克自治县
scki 木垒哈萨克自治
fqfd 博尔塔拉蒙古
fqfy 博尔塔拉蒙古自治州
fqym 博乐市
fgqi 博乐
brmy 阿拉山口市
brmk 阿拉山口
oieg 精河县
ogis 精河
ireg 温泉县
ijri 温泉
cuyd 巴音郭楞蒙古
cuyy 巴音郭楞蒙古自治州
yqay 库尔勒市
yqaf 库尔勒
lceg 轮台县
lwck 轮台
nteg 尉犁县
nftj 尉犁
aueg 若羌县
adud 若羌
egeg 且末县
eggs 且末
gfle 焉耆回族自治县
gfli 焉耆回族自治
tgeg 和静县
tkge 和静
tdeg 和硕县
tkdd 和硕
fieg 博湖县
fgid 博湖
bdal 阿克苏
bdaa 阿克苏地区
bday 阿克苏市
ylym 库车市
yllg 库车
ipeg 温宿县
ijpw 温宿
iaeg 沙雅县
iiah 沙雅
uteg 新和县
ustk 新和
rfeg 拜城县
rdfd 拜城
qweg 乌什县
qnwf 乌什
bgre 阿瓦提县
bgrj 阿瓦提
sfeg 柯坪县
ssfg 柯坪
dbab 克孜勒苏柯尔克孜
dbay 克孜勒苏柯尔克孜自治州
blwy 阿图什市
blwf 阿图什
bdbe 阿克陶县
bdbq 阿克陶
bwde 阿合奇县
bwds 阿合奇
qneg 乌恰县
qnnw 乌恰
kpwf 喀什
kwfa 喀什地区
kwym 喀什市
nbeg 疏附县
nhbw 疏附
naeg 疏勒县
nhaf 疏勒
afie 英吉沙县
afii 英吉沙
iueg 泽普县
icuo 泽普
aleg 莎车县
ailg 莎车
kfeg 叶城县
kffd 叶城
gure 麦盖提县
gurj 麦盖提
ruie 岳普湖县
ruid 岳普湖
wjeg 伽师县
wljg 伽师
cseg 巴楚县
cnss 巴楚
fwye 塔什库尔干塔吉克自治县
fwyi 塔什库尔干塔吉克自治
tkll 和田
tlfa 和田地区
tlym 和田市
tleg 和田县
lgeg 墨玉县
lfgy 墨玉
hmeg 皮山县
hcmm 皮山
iieg 洛浦县
itig 洛浦
taeg 策勒县
tgaf 策勒
gleg 于田县
gfll 于田
ndeg 民丰县
nadh 民丰
wtkd 伊犁哈萨克
wtky 伊犁哈萨克自治州
wpym 伊宁市
wvps 伊宁
dgym 奎屯市
dfgb 奎屯
fqjy 霍尔果斯市
fqja 霍尔果斯
wpeg 伊宁县
pdse 察布查尔锡伯自治县
pdsi 察布查尔锡伯自治
ffeg 霍城县
fwfd 霍城
aqeg 巩留县
amqy 巩留
uieg 新源县
usid 新源
jaeg 昭苏县
jval 昭苏
tdae 特克斯县
tdad 特克斯
nade 尼勒克县
nadq 尼勒克
fafd 塔城
fffa 塔城地区
ffym 塔城市
qaym 乌苏市
qnal 乌苏
iiym 沙湾市
pteg 额敏县
pttx 额敏
rjeg 托里县
rtjf 托里
pneg 裕民县
puna 裕民
tdde 和布克赛尔蒙古自治县
tddi 和布克赛尔蒙古自治
badw 阿勒泰
bada 阿勒泰地区
bady 阿勒泰市
dqie 布尔津县
dqiv 布尔津
paeg 富蕴县
pgax 富蕴
pieg 福海县
pyit 福海
kcie 哈巴河县
kcis 哈巴河
gieg 青河县
geis 青河
fsee 吉木乃县
fset 吉木乃
tiaa 自治区直辖县级行政区划
diby 石河子市
dibb 石河子
brqy 阿拉尔市
brqi 阿拉尔
lswy 图木舒克市
lswd 图木舒克
gpiy 五家渠市
gpia 五家渠
ugym 北屯市
uxgb 北屯
quuy 铁门关市
quud 铁门关
ciym 双河市
ccis 双河
sddy 可克达拉市
sddr 可克达拉
jgym 昆玉市
jxgy 昆玉
dsiy 胡杨河市
dsis 胡杨河
ujym 新星市
usjt 新星
rsym 白杨市
rrsn 白杨
